Id_delta	depart_date_time	arrive_date_time	depart_airport	arrive_airport	flight_number	flight_cost_coach	flight_cost_business	flight_cost_first	org_dest_code
17638	2023-01-02 16:05:00	2023-01-02 18:30:00	Austin (AUS)	Chicago (MDW)	WN1883	423.72	736.39	3700.19	AUS_MDW
17639	2023-01-02 12:10:00	2023-01-02 15:20:00	Fort Lauderdale (FLL)	Austin (AUS)	WN1883	179.96	854.29	7931.97	FLL_AUS
17640	2023-01-02 00:55:00	2023-01-02 03:50:00	Chicago (MDW)	Fort Lauderdale (FLL)	WN1692	591.2	900.58	3505.32	MDW_FLL
17641	2023-01-01 21:35:00	2023-01-01 00:00:00	Houston (HOU)	Chicago (MDW)	WN1045	160.26	3797.08	2967.36	HOU_MDW
17642	2023-01-01 17:40:00	2023-01-01 20:40:00	San Diego (SAN)	Houston (HOU)	WN1045	274.9	3352.79	5454.74	
17643	2023-01-01 15:30:00	2023-01-01 16:50:00	San Jose (SJC)	San Diego (SAN)	WN1045	756.09	3427.32	7939.57	
17644	2023-01-01 04:00:00	2023-01-01 05:30:00	San Diego (SAN)	San Jose (SJC)	WN988	558.83	704.98	6302.64	
17645	2022-12-31 23:05:00	2022-12-31 03:10:00	St. Louis (STL)	San Diego (SAN)	WN988	747.73	3909.39	2919.2	
17646	2022-12-31 21:15:00	2022-12-31 22:15:00	Des Moines (DSM)	St. Louis (STL)	WN988	227.99	4017.86	7357.17	DSM_STL
17647	2022-12-31 18:50:00	2022-12-31 20:30:00	Denver (DEN)	Des Moines (DSM)	WN988	361.65	908.85	3522.72	DEN_DSM
17648	2022-12-31 14:35:00	2022-12-31 17:40:00	Nashville (BNA)	Denver (DEN)	WN1743	970.89	1399.38	2699.61	
17649	2022-12-31 11:40:00	2022-12-31 13:50:00	Baltimore (BWI)	Nashville (BNA)	WN1743	853.9	1212.05	5922.36	BWI_BNA
17650	2022-12-31 03:05:00	2022-12-31 05:30:00	Fort Lauderdale (FLL)	Baltimore (BWI)	WN2119	295.9	1375.12	4132.63	FLL_BWI
17651	2022-12-31 00:20:00	2022-12-31 02:15:00	New Orleans (MSY)	Fort Lauderdale (FLL)	WN2119	369.63	2109.82	5548.43	
17652	2022-12-30 20:10:00	2022-12-30 23:35:00	San Diego (SAN)	New Orleans (MSY)	WN2119	1000.03	811.53	4398.88	
17653	2022-12-30 17:30:00	2022-12-30 19:25:00	Albuquerque (ABQ)	San Diego (SAN)	WN3405	1036.8	2564.96	7880.25	ABQ_SAN
17654	2022-12-30 15:20:00	2022-12-30 16:30:00	Phoenix (PHX)	Albuquerque (ABQ)	WN3684	857.44	2926.36	3446.87	
17655	2022-12-30 10:20:00	2022-12-30 14:30:00	Indianapolis (IND)	Phoenix (PHX)	WN3684	251.77	1703.91	4500.03	IND_PHX
17656	2022-12-30 01:45:00	2022-12-30 03:45:00	Dallas (DAL)	Indianapolis (IND)	WN175	520.44	2587.92	3464.7	DAL_IND
17657	2022-12-29 22:55:00	2022-12-29 00:50:00	Denver (DEN)	Dallas (DAL)	WN175	909.8	2375.53	5016.65	DEN_DAL
17658	2022-12-29 19:45:00	2022-12-29 22:00:00	Austin (AUS)	Denver (DEN)	WN2862	643.56	4106.03	6048.97	AUS_DEN
17659	2022-12-29 16:45:00	2022-12-29 18:55:00	Denver (DEN)	Austin (AUS)	WN2409	362.11	1014.83	5654.07	DEN_AUS
17660	2022-12-29 14:15:00	2022-12-29 15:40:00	Albuquerque (ABQ)	Denver (DEN)	WN1921	972.6	4090.07	6917.38	ABQ_DEN
17661	2022-12-29 03:55:00	2022-12-29 06:55:00	Chicago (MDW)	Miami (MIA)	WN1953	193.7	2794.75	6361.03	MDW_MIA
17662	2022-12-29 02:30:00	2022-12-29 04:25:00	Denver (DEN)	Dallas (DAL)	WN2051	337.71	2511.08	4475.3	DEN_DAL
17663	2022-12-28 21:05:00	2022-12-28 22:50:00	San Diego (SAN)	Albuquerque (ABQ)	WN697	217.63	1467.21	7283.92	
17664	2022-12-28 18:50:00	2022-12-28 20:20:00	Oakland (OAK)	San Diego (SAN)	WN697	771.75	3628.42	4543.44	
17665	2022-12-28 15:20:00	2022-12-28 18:05:00	Denver (DEN)	Oakland (OAK)	WN697	1190.12	1929.41	4860.55	DEN_OAK
17666	2022-12-28 15:05:00	2022-12-28 17:00:00	Memphis (MEM)	Orlando (MCO)	WN1594	1021.72	2662.21	8410.29	
17667	2022-12-28 12:45:00	2022-12-28 14:10:00	Atlanta (ATL)	Memphis (MEM)	WN2505	574.31	3785.48	4742.67	ATL_MEM
17668	2022-12-28 10:10:00	2022-12-28 11:55:00	Sarasota (SRQ)	Atlanta (ATL)	WN2505	229.92	2807.68	5855.73	
17669	2022-12-28 04:30:00	2022-12-28 06:55:00	St. Louis (STL)	Denver (DEN)	WN1293	684.74	4054.19	5014.22	
17670	2022-12-28 03:50:00	2022-12-28 06:35:00	Orlando (MCO)	Chicago (MDW)	WN2545	1028.66	2097.98	7490.68	
17671	2022-12-28 00:25:00	2022-12-28 03:20:00	Fort Lauderdale (FLL)	St. Louis (STL)	WN2148	931.79	2833.41	8358.88	FLL_STL
17672	2022-12-27 23:45:00	2022-12-27 02:55:00	San Juan (SJU)	Orlando (MCO)	WN2545	445.11	1964.84	7712.55	
17673	2022-12-27 19:35:00	2022-12-27 22:15:00	Punta Cana (PUJ)	Fort Lauderdale (FLL)	WN413	1170.47	2252.62	6730.06	
17674	2022-12-27 16:10:00	2022-12-27 18:35:00	Fort Lauderdale (FLL)	Punta Cana (PUJ)	WN688	475.17	3690.71	7354.27	FLL_PUJ
17675	2022-12-27 15:15:00	2022-12-27 17:35:00	Indianapolis (IND)	Orlando (MCO)	WN1134	988.75	3486.82	3376.48	IND_MCO
17676	2022-12-27 12:05:00	2022-12-27 14:30:00	Orlando (MCO)	Indianapolis (IND)	WN979	970.48	3998.32	3691.36	
17677	2023-01-05 01:45:00	2023-01-05 03:20:00	Nashville (BNA)	New Orleans (MSY)	WN2416	382.23	1604.32	4534.95	
17678	2023-01-04 23:20:00	2023-01-04 01:00:00	Jacksonville (JAX)	Nashville (BNA)	WN2416	469.26	802.43	4622.9	JAX_BNA
17679	2023-01-04 23:20:00	2023-01-04 02:55:00	Denver (DEN)	New York (LGA)	WN2519	306.16	1769.19	4324.49	DEN_LGA
17680	2023-01-04 20:40:00	2023-01-04 22:35:00	Houston (HOU)	Jacksonville (JAX)	WN1173	1172.72	928.82	4804.89	HOU_JAX
17681	2023-01-04 20:05:00	2023-01-04 22:15:00	Minneapolis (MSP)	Denver (DEN)	WN1108	1002.55	2059.63	8064.14	
17682	2023-01-04 17:25:00	2023-01-04 19:50:00	Denver (DEN)	Houston (HOU)	WN1173	324.49	898.43	6219.14	DEN_HOU
17683	2023-01-04 16:25:00	2023-01-04 19:15:00	Baltimore (BWI)	Minneapolis (MSP)	WN1108	681.44	2453.8	2641.29	BWI_MSP
17684	2023-01-04 14:25:00	2023-01-04 16:30:00	Dallas (DAL)	Denver (DEN)	WN1914	833.21	2568.74	2816.76	DAL_DEN
17685	2023-01-04 13:50:00	2023-01-04 15:35:00	Boston (BOS)	Baltimore (BWI)	WN1108	863.03	3642.88	2761.36	BOS_BWI
17686	2023-01-04 11:30:00	2023-01-04 13:00:00	Baltimore (BWI)	Boston (BOS)	WN1812	885.76	1033.28	4591.34	BWI_BOS
17687	2023-01-04 11:15:00	2023-01-04 13:35:00	Atlanta (ATL)	Dallas (DAL)	WN1914	434.63	2624.92	5026.63	ATL_DAL
17688	2023-01-04 02:05:00	2023-01-04 05:35:00	Phoenix (PHX)	Atlanta (ATL)	WN191	601.8	2628.74	2652.14	
17689	2023-01-03 23:10:00	2023-01-03 01:00:00	San Jose (SJC)	Phoenix (PHX)	WN651	332.53	3501.39	3942.82	
17690	2023-01-03 21:00:00	2023-01-03 22:25:00	San Diego (SAN)	San Jose (SJC)	WN2722	350.05	1564.63	3785.77	
17691	2023-01-03 17:05:00	2023-01-03 20:05:00	San Antonio (SAT)	San Diego (SAN)	WN2722	316.57	917.64	8039.81	
17692	2023-01-03 13:45:00	2023-01-03 16:20:00	Nashville (BNA)	San Antonio (SAT)	WN2722	613.55	2300.8	6462.59	
17693	2023-01-03 11:40:00	2023-01-03 12:50:00	Atlanta (ATL)	Nashville (BNA)	WN2722	422	709.19	4703.06	ATL_BNA
17694	2023-01-03 03:35:00	2023-01-03 05:05:00	Orlando (MCO)	Atlanta (ATL)	WN2928	997.1	2098.65	5570.15	
17695	2023-01-02 23:45:00	2023-01-02 02:00:00	St. Louis (STL)	Orlando (MCO)	WN2625	805.88	3861.3	3447.74	
17696	2023-01-02 20:40:00	2023-01-02 22:50:00	Raleigh-Durham (RDU)	St. Louis (STL)	WN1242	559.61	2419.86	5990.94	
17697	2023-01-02 15:45:00	2023-01-02 19:45:00	Phoenix (PHX)	Raleigh-Durham (RDU)	WN2287	758.72	1746.44	3501.02	
17698	2023-01-02 11:50:00	2023-01-02 15:00:00	Kansas City (MCI)	Phoenix (PHX)	WN2809	301.04	776.83	5509.47	MCI_PHX
17699	2023-01-02 01:40:00	2023-01-02 04:30:00	Baltimore (BWI)	Kansas City (MCI)	WN787	661.82	3802.87	2696.64	BWI_MCI
17700	2023-01-01 23:05:00	2023-01-01 00:35:00	Detroit (DTW)	Baltimore (BWI)	WN1740	932.89	2344.48	3108.87	DTW_BWI
17701	2023-01-01 19:40:00	2023-01-01 22:15:00	Denver (DEN)	Detroit (DTW)	WN1740	879.86	1864.99	6892	DEN_DTW
17702	2023-01-01 16:10:00	2023-01-01 18:40:00	Oakland (OAK)	Denver (DEN)	WN1740	1112.68	2803.84	2547.9	
17703	2023-01-01 14:00:00	2023-01-01 15:25:00	Ontario (ONT)	Oakland (OAK)	WN1740	201.29	3048.33	6268.09	
17704	2023-01-01 04:35:00	2023-01-01 06:55:00	Denver (DEN)	Ontario (ONT)	WN4888	552.77	993.96	4813.25	DEN_ONT
17705	2023-01-01 00:30:00	2023-01-01 03:25:00	New Orleans (MSY)	Denver (DEN)	WN1769	1140.87	1489.44	3716.72	
17706	2022-12-31 21:45:00	2022-12-31 23:40:00	Orlando (MCO)	New Orleans (MSY)	WN1769	1122.23	2459.52	6015.08	
17707	2022-12-31 16:30:00	2022-12-31 20:50:00	Las Vegas (LAS)	Orlando (MCO)	WN1769	620.76	703.7	5207.57	LAS_MCO
17708	2022-12-31 12:15:00	2022-12-31 15:30:00	Kansas City (MCI)	Las Vegas (LAS)	WN452	800.36	2140.76	6130.55	MCI_LAS
17709	2022-12-31 05:30:00	2022-12-31 07:05:00	Denver (DEN)	Kansas City (MCI)	WN3257	1123.01	3793.15	5614.93	DEN_MCI
17710	2022-12-31 01:45:00	2022-12-31 04:40:00	New Orleans (MSY)	Denver (DEN)	WN3343	178.83	1975.06	7889.42	
17711	2022-12-30 23:00:00	2022-12-30 00:50:00	Orlando (MCO)	New Orleans (MSY)	WN3343	388.24	1529.03	2875.22	
17712	2022-12-30 19:50:00	2022-12-30 22:10:00	Baltimore (BWI)	Orlando (MCO)	WN3343	709.02	2553.54	3313.98	BWI_MCO
17713	2022-12-30 17:40:00	2022-12-30 18:55:00	Albany (ALB)	Baltimore (BWI)	WN3343	1153.72	1592.67	8441.66	ALB_BWI
17714	2022-12-30 15:30:00	2022-12-30 16:45:00	Baltimore (BWI)	Albany (ALB)	WN235	915.82	3114.1	6933.04	BWI_ALB
17715	2022-12-30 11:50:00	2022-12-30 14:20:00	Miami (MIA)	Baltimore (BWI)	WN2205	187.51	3015.86	7801.1	
17716	2022-12-29 19:30:00	2022-12-29 22:10:00	Baltimore (BWI)	Miami (MIA)	WN186	486.37	2444.57	2733.4	BWI_MIA
17717	2022-12-29 15:55:00	2022-12-29 18:30:00	Fort Lauderdale (FLL)	Baltimore (BWI)	WN494	263.37	3237.39	6799.34	FLL_BWI
17718	2022-12-28 02:05:00	2022-12-28 03:50:00	Chicago (MDW)	Charlotte (CLT)	WN210	435.77	2384.05	4894.85	MDW_CLT
17719	2022-12-27 10:35:00	2022-12-27 12:30:00	Washington (IAD)	Chicago (MDW)	WN905	964.02	1478.42	3166.16	
17720	2023-01-05 02:30:00	2023-01-05 03:55:00	Denver (DEN)	Omaha (OMA)	WN3588	1029.76	3797.06	7243.95	DEN_OMA
17721	2023-01-04 23:00:00	2023-01-04 01:15:00	Ontario (ONT)	Denver (DEN)	WN676	619.59	3178.04	2530.78	
17722	2023-01-04 19:00:00	2023-01-04 22:15:00	Dallas (DAL)	Ontario (ONT)	WN3539	322.83	1996.74	8034.31	DAL_ONT
17723	2023-01-04 15:40:00	2023-01-04 18:15:00	Las Vegas (LAS)	Dallas (DAL)	WN4672	261.56	885.26	4927.46	LAS_DAL
17724	2023-01-04 13:00:00	2023-01-04 14:40:00	Boise (BOI)	Las Vegas (LAS)	WN4672	771.73	3026.68	3591.78	BOI_LAS
17725	2023-01-04 05:30:00	2023-01-04 07:35:00	Phoenix (PHX)	Boise (BOI)	WN1421	518.35	3288.66	6676.05	
17726	2023-01-03 23:00:00	2023-01-03 02:55:00	Chicago (MDW)	Phoenix (PHX)	WN2261	1190.49	1223.72	5641.71	MDW_PHX
17727	2023-01-03 17:40:00	2023-01-03 21:10:00	Las Vegas (LAS)	Chicago (MDW)	WN270	424.34	3943.24	3635.54	LAS_MDW
17728	2023-01-03 11:15:00	2023-01-03 15:55:00	Atlanta (ATL)	Las Vegas (LAS)	WN629	790.36	3576.58	4502.88	ATL_LAS
17729	2023-01-02 23:40:00	2023-01-02 01:40:00	Baltimore (BWI)	Atlanta (ATL)	WN2045	939.71	2761.93	3852.49	BWI_ATL
17730	2023-01-02 21:10:00	2023-01-02 22:45:00	Grand Rapids (GRR)	Baltimore (BWI)	WN3262	995.85	2524.69	4320.46	GRR_BWI
17731	2023-01-02 19:35:00	2023-01-02 20:25:00	Chicago (MDW)	Grand Rapids (GRR)	WN3262	236.7	3170.15	6026.68	MDW_GRR
17732	2023-01-02 16:25:00	2023-01-02 18:40:00	Colorado Springs (COS)	Chicago (MDW)	WN2851	554.82	2099.39	5500.73	COS_MDW
17733	2023-01-02 13:40:00	2023-01-02 15:40:00	Dallas (DAL)	Colorado Springs (COS)	WN2745	680.75	2487.5	4847.62	DAL_COS
17734	2023-01-01 16:15:00	2023-01-01 17:45:00	Memphis (MEM)	Dallas (DAL)	WN1518	373.04	3659.91	4875.21	
17735	2023-01-01 13:50:00	2023-01-01 15:30:00	Chicago (MDW)	Memphis (MEM)	WN1518	268.35	2308.59	7891.36	MDW_MEM
17736	2023-01-01 12:15:00	2023-01-01 15:47:00	Kansas City (MCI)	Chicago (MDW)	WN2064	387.87	1406.65	6732.05	MCI_MDW
17737	2023-01-01 10:05:00	2023-01-01 12:45:00	Windsor Locks (BDL)	Chicago (MDW)	WN2064	671.68	3313.84	6777.22	
17738	2023-01-01 01:15:00	2023-01-01 03:55:00	Orlando (MCO)	Windsor Locks (BDL)	WN3136	403.33	1973.77	3727.78	
17739	2022-12-31 20:50:00	2022-12-31 00:25:00	Denver (DEN)	Orlando (MCO)	WN3136	470.63	3673.19	6550.79	DEN_MCO
17740	2022-12-31 17:45:00	2022-12-31 20:00:00	Ontario (ONT)	Denver (DEN)	WN3136	496.64	1639.71	6840.83	
17741	2022-12-31 15:45:00	2022-12-31 17:00:00	Phoenix (PHX)	Ontario (ONT)	WN3136	621.89	3801.84	7909.12	
17742	2022-12-31 10:15:00	2022-12-31 14:45:00	Columbus (CMH)	Phoenix (PHX)	WN3136	566.74	1032.1	6605.18	CMH_PHX
17743	2022-12-31 04:00:00	2022-12-31 05:15:00	Baltimore (BWI)	Columbus (CMH)	WN3180	665.82	3371.52	4675.31	BWI_CMH
17744	2022-12-31 01:20:00	2022-12-31 02:50:00	Louisville (SDF)	Baltimore (BWI)	WN3339	378.55	3121.41	7685.03	
17745	2022-12-30 22:25:00	2022-12-30 00:30:00	Tampa (TPA)	Louisville (SDF)	WN3339	707.12	1903	4662.58	
17746	2022-12-30 17:50:00	2022-12-30 21:35:00	Phoenix (PHX)	Tampa (TPA)	WN3339	166.02	1572.4	6664.42	
17747	2022-12-30 15:45:00	2022-12-30 16:55:00	Las Vegas (LAS)	Phoenix (PHX)	WN3339	262.3	2788.09	7879.98	LAS_PHX
17748	2022-12-30 11:10:00	2022-12-30 14:50:00	St. Louis (STL)	Las Vegas (LAS)	WN3339	167.56	1018.42	3325.98	
17749	2022-12-30 02:50:00	2022-12-30 05:40:00	Phoenix (PHX)	St. Louis (STL)	WN2465	731.34	1174.01	4508	
17750	2022-12-30 00:10:00	2022-12-30 02:10:00	Denver (DEN)	Phoenix (PHX)	WN3048	344.23	1029.28	2625.16	DEN_PHX
17751	2022-12-29 20:15:00	2022-12-29 23:10:00	Indianapolis (IND)	Denver (DEN)	WN3048	681.93	2410.32	5187.39	IND_DEN
17752	2022-12-29 16:40:00	2022-12-29 19:15:00	Fort Myers (RSW)	Indianapolis (IND)	WN3048	851.76	1764.92	6878.89	RSW_IND
17753	2022-12-29 03:40:00	2022-12-29 05:15:00	Atlanta (ATL)	Richmond (RIC)	WN508	609.07	1556.33	4625.28	ATL_RIC
17754	2022-12-29 02:15:00	2022-12-29 04:40:00	St. Louis (STL)	Fort Myers (RSW)	WN1400	1114.3	3143.31	6561.34	
17755	2022-12-29 00:05:00	2022-12-29 01:20:00	Tulsa (TUL)	St. Louis (STL)	WN1400	449.22	3509.91	5105.28	
17756	2022-12-28 20:05:00	2022-12-28 22:40:00	Las Vegas (LAS)	Tulsa (TUL)	WN3359	912.61	2797.66	5249.79	
17757	2022-12-28 17:15:00	2022-12-28 19:05:00	El Paso (ELP)	Las Vegas (LAS)	WN2452	420.13	3845.45	6548.25	ELP_LAS
17758	2022-12-28 04:15:00	2022-12-28 06:10:00	Houston (HOU)	El Paso (ELP)	WN2145	866.21	2420.7	6034.84	HOU_ELP
17759	2022-12-28 00:10:00	2022-12-28 03:20:00	Los Angeles (LAX)	Houston (HOU)	WN2837	1122.27	1533.85	5624.28	
17760	2022-12-27 20:45:00	2022-12-27 23:20:00	Denver (DEN)	Los Angeles (LAX)	WN2837	691.88	2415.03	8321.77	DEN_LAX
17761	2022-12-27 18:00:00	2022-12-27 19:55:00	Des Moines (DSM)	Denver (DEN)	WN1435	979.08	4197.96	3722.24	DSM_DEN
17762	2022-12-27 16:10:00	2022-12-27 17:15:00	St. Louis (STL)	Denver (DEN)	WN1435	232.17	1758.43	6213.03	
17763	2022-12-27 15:30:00	2022-12-27 17:05:00	Kansas City (MCI)	Dallas (DAL)	WN1091	449.68	2046.48	8374.7	MCI_DAL
17764	2022-12-27 14:10:00	2022-12-27 15:25:00	Chicago (MDW)	St. Louis (STL)	WN1435	996.87	2898.36	4961.28	MDW_STL
17765	2022-12-27 13:45:00	2022-12-27 16:25:00	Chicago (MDW)	Denver (DEN)	WN3139	870.4	3514.32	3220.72	MDW_DEN
17766	2022-12-27 05:30:00	2022-12-27 07:40:00	Chicago (MDW)	Oklahoma City (OKC)	WN3154	624.27	2025.38	8479.8	MDW_OKC
17767	2022-12-27 02:35:00	2022-12-27 04:40:00	Washington (DCA)	Chicago (MDW)	WN3154	917	2925.18	6484.74	
17768	2023-01-04 22:45:00	2023-01-04 00:45:00	Albuquerque (ABQ)	Houston (HOU)	WN420	171.03	2723.71	5697.95	ABQ_HOU
17769	2023-01-04 20:00:00	2023-01-04 21:55:00	Austin (AUS)	Albuquerque (ABQ)	WN2135	1061.64	3242.63	2589.82	AUS_ABQ
17770	2023-01-04 16:10:00	2023-01-04 19:10:00	Columbus (CMH)	Austin (AUS)	WN2135	435.51	2105.45	4753.64	CMH_AUS
17771	2023-01-04 13:00:00	2023-01-04 15:20:00	Tampa (TPA)	Columbus (CMH)	WN551	663.67	2362.18	4052.03	
17772	2023-01-04 11:05:00	2023-01-04 12:10:00	Fort Lauderdale (FLL)	Tampa (TPA)	WN551	726.56	3648.37	3147.96	FLL_TPA
17773	2023-01-04 02:05:00	2023-01-04 04:20:00	Houston (HOU)	Fort Lauderdale (FLL)	WN1687	966.43	2690.58	8384.44	HOU_FLL
17774	2023-01-03 21:25:00	2023-01-03 00:25:00	Long Beach (LGB)	Houston (HOU)	WN3721	163.59	995.55	2672.96	
17775	2023-01-03 19:15:00	2023-01-03 20:40:00	Reno (RNO)	Long Beach (LGB)	WN3721	435.81	3838.92	6929.72	
17776	2023-01-03 17:05:00	2023-01-03 18:05:00	Oakland (OAK)	Reno (RNO)	WN2268	393.99	1358.38	5116.85	
17777	2023-01-03 14:15:00	2023-01-03 15:45:00	Palm Springs (PSP)	Oakland (OAK)	WN2267	863.77	2944.73	6689.78	
17778	2023-01-03 03:00:00	2023-01-03 04:30:00	Sacramento (SMF)	Palm Springs (PSP)	WN3314	1164.85	1830.57	4437.9	
17779	2023-01-03 00:15:00	2023-01-03 02:10:00	Spokane (GEG)	Sacramento (SMF)	WN3314	450.18	3445.03	4418.15	
17780	2023-01-02 21:20:00	2023-01-02 23:25:00	San Jose (SJC)	Spokane (GEG)	WN152	194.67	1845.15	4786.77	
17781	2023-01-02 19:00:00	2023-01-02 20:25:00	San Diego (SAN)	San Jose (SJC)	WN152	554.23	2015.38	5578.85	
17782	2023-01-02 17:00:00	2023-01-02 18:15:00	Phoenix (PHX)	San Diego (SAN)	WN1866	835.74	2161.5	6890.53	
17783	2023-01-02 12:00:00	2023-01-02 16:15:00	Atlanta (ATL)	Phoenix (PHX)	WN463	503.64	1507.09	8324.77	ATL_PHX
17784	2023-01-01 22:15:00	2023-01-01 23:50:00	Tampa (TPA)	Atlanta (ATL)	WN1974	356.11	3887.62	4488.99	
17785	2023-01-01 18:15:00	2023-01-01 21:40:00	Denver (DEN)	Tampa (TPA)	WN2245	1115.44	2803.99	7434.29	DEN_TPA
17786	2023-01-01 15:00:00	2023-01-01 17:25:00	Sacramento (SMF)	Denver (DEN)	WN2245	1135.9	4030.96	4344.24	
17787	2022-12-31 23:20:00	2022-12-31 00:45:00	Boise (BOI)	Sacramento (SMF)	WN575	236.07	2350.68	5030.33	BOI_SMF
17788	2022-12-31 20:25:00	2022-12-31 22:35:00	Phoenix (PHX)	Boise (BOI)	WN575	919.3	748.88	4886.55	
17789	2022-12-31 16:20:00	2022-12-31 19:40:00	Little Rock (LIT)	Phoenix (PHX)	WN575	550.23	4040.76	3209.35	
17790	2022-12-31 14:25:00	2022-12-31 15:35:00	St. Louis (STL)	Little Rock (LIT)	WN575	553.98	1885.22	4266.43	
17791	2022-12-31 11:15:00	2022-12-31 13:20:00	Pittsburgh (PIT)	St. Louis (STL)	WN541	475.1	3113.27	8359.12	
17792	2022-12-31 02:15:00	2022-12-31 03:30:00	Chicago (MDW)	Pittsburgh (PIT)	WN3316	541.66	2367.78	2909.9	MDW_PIT
17793	2022-12-30 23:10:00	2022-12-30 01:20:00	Dallas (DAL)	Chicago (MDW)	WN3316	701.06	1852.42	3266.86	DAL_MDW
17794	2022-12-30 18:50:00	2022-12-30 22:20:00	Baltimore (BWI)	Dallas (DAL)	WN2477	561.03	2901.78	3754.58	BWI_DAL
17795	2022-12-30 16:35:00	2022-12-30 18:00:00	Greenville-Spartanburg (GSP)	Baltimore (BWI)	WN1095	316.1	4055.81	7095.63	GSP_BWI
17796	2022-12-30 14:50:00	2022-12-30 15:45:00	Atlanta (ATL)	Greenville-Spartanburg (GSP)	WN1095	574.67	813.36	6255.64	ATL_GSP
17797	2022-12-30 11:00:00	2022-12-30 13:40:00	New York (LGA)	Atlanta (ATL)	WN378	262.81	3659.89	6142.3	
17798	2022-12-29 19:15:00	2022-12-29 22:30:00	Dallas (DAL)	New York (LGA)	WN1064	724.64	3044.83	3654.54	DAL_LGA
17799	2022-12-29 13:50:00	2022-12-29 16:25:00	Nashville (BNA)	San Antonio (SAT)	WN1064	419.89	1230.66	7609.26	
17800	2022-12-29 02:40:00	2022-12-29 04:45:00	Nashville (BNA)	Dallas (DAL)	WN1794	894.31	1053.57	4558.71	
17801	2022-12-28 23:35:00	2022-12-28 01:35:00	Austin (AUS)	Nashville (BNA)	WN2807	373.43	3989.6	3922.17	AUS_BNA
17802	2022-12-28 19:00:00	2022-12-28 21:55:00	Los Angeles (LAX)	Austin (AUS)	WN3656	874.48	852.3	7334.5	
17803	2022-12-28 15:55:00	2022-12-28 17:30:00	Phoenix (PHX)	Los Angeles (LAX)	WN2152	992.48	1208.55	4001.28	
17804	2022-12-28 12:35:00	2022-12-28 14:43:00	San Antonio (SAT)	Phoenix (PHX)	WN8523	206.54	2803.35	2911.36	
17805	2022-12-28 12:35:00	2022-12-28 15:05:00	San Antonio (SAT)	Phoenix (PHX)	WN2152	187.7	3929.79	4521.66	
17806	2022-12-27 22:35:00	2022-12-27 01:35:00	Orlando (MCO)	San Antonio (SAT)	WN1839	567.65	1260.21	7547.52	
17807	2022-12-27 19:00:00	2022-12-27 21:05:00	Montego Bay (MBJ)	Orlando (MCO)	WN273	237.97	2642.06	4440.02	
17808	2022-12-27 14:30:00	2022-12-27 18:00:00	Baltimore (BWI)	Montego Bay (MBJ)	WN906	393.47	1047.44	6382.02	BWI_MBJ
17809	2023-01-05 01:00:00	2023-01-05 04:25:00	Dallas (DAL)	Los Angeles (LAX)	WN44	620.96	2952.28	7014.9	DAL_LAX
17810	2023-01-04 23:00:00	2023-01-04 00:10:00	Houston (HOU)	Dallas (DAL)	WN44	564.75	2543.52	3258.09	HOU_DAL
17811	2023-01-04 21:05:00	2023-01-04 22:00:00	Corpus Christi (CRP)	Houston (HOU)	WN44	1197.38	970.15	7624.66	CRP_HOU
17812	2023-01-04 18:45:00	2023-01-04 19:45:00	Houston (HOU)	Corpus Christi (CRP)	WN23	753.81	3093.49	4653.11	HOU_CRP
17813	2023-01-04 16:30:00	2023-01-04 17:45:00	Dallas (DAL)	Houston (HOU)	WN23	1174.19	2406.81	6572.43	DAL_HOU
17814	2023-01-04 13:00:00	2023-01-04 15:40:00	Salt Lake City (SLC)	Dallas (DAL)	WN23	269.68	3201.24	2882.88	
17815	2023-01-03 19:05:00	2023-01-03 21:05:00	Orlando (MCO)	Nashville (BNA)	WN2480	816.6	1104.85	6456.69	
17816	2023-01-03 14:55:00	2023-01-03 18:10:00	San Juan (SJU)	Orlando (MCO)	WN2480	1178.34	4044.55	6336.65	
17817	2023-01-03 11:15:00	2023-01-03 14:00:00	Orlando (MCO)	San Juan (SJU)	WN1019	1070.31	3965.75	3223.4	
17818	2023-01-03 02:45:00	2023-01-03 04:55:00	Columbus (CMH)	Orlando (MCO)	WN3601	1019.46	4064.19	2798.29	CMH_MCO
17819	2023-01-02 23:30:00	2023-01-02 01:50:00	Orlando (MCO)	Columbus (CMH)	WN1934	1110.48	1735.35	6452.5	
17820	2023-01-02 19:50:00	2023-01-02 22:40:00	Omaha (OMA)	Orlando (MCO)	WN1249	651.73	2048.38	2500.38	
17821	2023-01-02 16:25:00	2023-01-02 19:00:00	Phoenix (PHX)	Omaha (OMA)	WN1249	731.3	3614.64	5754.99	
17822	2023-01-02 12:00:00	2023-01-02 15:10:00	Omaha (OMA)	Phoenix (PHX)	WN1842	1002.39	985.04	6980.93	
17823	2023-01-02 03:05:00	2023-01-02 05:35:00	Las Vegas (LAS)	Omaha (OMA)	WN701	675.11	2294.49	8031.06	LAS_OMA
17824	2023-01-02 00:45:00	2023-01-02 02:00:00	Reno (RNO)	Las Vegas (LAS)	WN2635	672.68	3364.78	7230.41	
17825	2023-01-01 22:35:00	2023-01-01 00:00:00	Las Vegas (LAS)	Reno (RNO)	WN436	691.75	3669.11	8466.55	LAS_RNO
17826	2023-01-01 20:30:00	2023-01-01 21:45:00	Los Angeles (LAX)	Las Vegas (LAS)	WN436	490.01	4053.75	4648.94	
