Id_delta	depart_date_time	arrive_date_time	depart_airport	arrive_airport	flight_number	flight_cost_coach	flight_cost_business	flight_cost_first
7030	2022-12-30 02:20:00	2022-12-30 05:31:00	Minneapolis (MSP)	Houston (IAH)	DL2604	547.57	1094.99	8970.2
7031	2022-12-29 21:10:00	2022-12-29 01:10:00	San Jose del Cabo (SJD)	Minneapolis (MSP)	DL1819	471.72	2179.44	9734.84
7032	2022-12-29 15:31:00	2022-12-29 20:05:00	Minneapolis (MSP)	San Jose del Cabo (SJD)	DL1924	434.66	1630.98	4618.01
7033	2022-12-29 12:19:00	2022-12-29 14:05:00	Chicago (ORD)	Minneapolis (MSP)	DL2797	611.74	2214.89	5208.89
7034	2022-12-29 02:20:00	2022-12-29 03:50:00	Minneapolis (MSP)	Chicago (ORD)	DL454	609.42	2814.26	4362.51
7035	2022-12-28 22:12:00	2022-12-28 01:04:00	Spokane (GEG)	Minneapolis (MSP)	DL1395	285.81	816.92	3003.05
7036	2022-12-28 17:59:00	2022-12-28 21:12:00	Minneapolis (MSP)	Spokane (GEG)	DL1395	727.14	2908.74	5347.9
7037	2022-12-28 13:35:00	2022-12-28 16:28:00	Calgary (YYC)	Minneapolis (MSP)	DL851	255.94	2650.68	4063.8
7038	2022-12-28 03:15:00	2022-12-28 06:22:00	Minneapolis (MSP)	Calgary (YYC)	DL2978	448.75	3473.43	8398.42
7039	2022-12-27 23:42:00	2022-12-27 02:35:00	Washington (DCA)	Minneapolis (MSP)	DL2244	452.1	1226.2	7667.54
7040	2022-12-27 20:20:00	2022-12-27 22:42:00	Minneapolis (MSP)	Washington (DCA)	DL2244	317.79	1530.85	5424.13
7041	2022-12-27 13:35:00	2022-12-27 16:28:00	Calgary (YYC)	Minneapolis (MSP)	DL851	304.66	1497.72	4651.18
7042	2022-12-27 03:15:00	2022-12-27 06:22:00	Minneapolis (MSP)	Calgary (YYC)	DL2978	447.58	3382.48	6428.54
7043	2022-12-26 23:41:00	2022-12-26 02:45:00	Raleigh-Durham (RDU)	Minneapolis (MSP)	DL1472	709.64	2018.76	6156.35
7044	2023-01-04 23:36:00	2023-01-04 02:45:00	Detroit (DTW)	Fort Lauderdale (FLL)	DL1677	515.9	3086.68	7861.83
7045	2023-01-04 18:13:00	2023-01-04 22:05:00	Cancun (CUN)	Detroit (DTW)	DL618	587.02	1276.41	5385.34
7046	2023-01-04 13:15:00	2023-01-04 17:13:00	Detroit (DTW)	Cancun (CUN)	DL619	332.78	1201.16	5529.78
7047	2023-01-03 20:10:00	2023-01-03 23:21:00	Las Vegas (LAS)	Minneapolis (MSP)	DL436	433.33	1458.22	3918.7
7048	2023-01-03 15:00:00	2023-01-03 18:41:00	Minneapolis (MSP)	Las Vegas (LAS)	DL436	488.78	1243.34	6805.7
7049	2023-01-03 12:00:00	2023-01-03 13:32:00	Kansas City (MCI)	Minneapolis (MSP)	DL1312	317.96	2014.42	6419.74
7050	2023-01-03 04:00:00	2023-01-03 06:12:00	Atlanta (ATL)	Kansas City (MCI)	DL743	471.72	1066.63	4701.62
7051	2023-01-03 00:10:00	2023-01-03 02:49:00	Minneapolis (MSP)	Atlanta (ATL)	DL423	323.33	1026.58	6902.58
7052	2023-01-02 17:46:00	2023-01-02 21:22:00	Fort Myers (RSW)	Minneapolis (MSP)	DL1280	609.42	1321.68	6002.2
7053	2023-01-02 13:00:00	2023-01-02 16:36:00	Minneapolis (MSP)	Fort Myers (RSW)	DL1280	289.73	1720.87	3787.78
7054	2023-01-02 00:10:00	2023-01-02 02:45:00	Salt Lake City (SLC)	Minneapolis (MSP)	DL924	693.8	1413.73	7403.11
7055	2023-01-01 21:20:00	2023-01-01 23:00:00	Phoenix (PHX)	Salt Lake City (SLC)	DL891	322.84	2625.16	8158.75
7056	2023-01-01 18:25:00	2023-01-01 20:09:00	Salt Lake City (SLC)	Phoenix (PHX)	DL891	626.37	933.88	5553.28
7057	2023-01-01 13:25:00	2023-01-01 17:41:00	Detroit (DTW)	Salt Lake City (SLC)	DL2271	360.76	3320.59	4967.52
7058	2023-01-01 00:09:00	2023-01-01 03:20:00	Miami (MIA)	Detroit (DTW)	DL1039	393.43	2756.03	8937.19
7059	2022-12-31 19:49:00	2022-12-31 22:59:00	Detroit (DTW)	Miami (MIA)	DL1039	296.66	3067.67	7632.78
7060	2022-12-31 14:10:00	2022-12-31 18:37:00	San Diego (SAN)	Detroit (DTW)	DL977	609.58	1594.09	8568.36
7061	2022-12-31 02:20:00	2022-12-31 07:14:00	Atlanta (ATL)	San Diego (SAN)	DL1127	508.51	2135.13	4678.84
7062	2022-12-30 21:06:00	2022-12-30 01:10:00	Boise (BOI)	Atlanta (ATL)	DL1111	495.78	3333.08	7547.14
7063	2022-12-30 15:07:00	2022-12-30 19:56:00	Atlanta (ATL)	Boise (BOI)	DL1111	491.04	3366.29	4856.66
7064	2022-12-30 12:00:00	2022-12-30 14:02:00	Milwaukee (MKE)	Atlanta (ATL)	DL2723	649.23	992.81	6430.26
7065	2022-12-30 03:57:00	2022-12-30 05:59:00	Atlanta (ATL)	Milwaukee (MKE)	DL1680	576.24	972.21	5625.67
7066	2022-12-29 23:53:00	2022-12-29 02:49:00	Albuquerque (ABQ)	Atlanta (ATL)	DL2728	686.89	1314.41	7452.32
7067	2022-12-29 19:21:00	2022-12-29 22:43:00	Atlanta (ATL)	Albuquerque (ABQ)	DL2728	436.61	1999.35	8929.88
7068	2022-12-29 16:31:00	2022-12-29 18:05:00	Raleigh-Durham (RDU)	Atlanta (ATL)	DL2836	724.3	1540.3	9043.74
7069	2022-12-29 14:00:00	2022-12-29 15:21:00	Atlanta (ATL)	Raleigh-Durham (RDU)	DL2836	621.39	3460.37	4834.35
7070	2022-12-29 08:34:00	2022-12-29 12:50:00	Los Angeles (LAX)	Atlanta (ATL)	DL2979	727.13	1797.4	7494.48
7071	2022-12-29 03:15:00	2022-12-29 07:19:00	Minneapolis (MSP)	Los Angeles (LAX)	DL1632	478.43	1203.29	8020.12
7072	2022-12-28 22:05:00	2022-12-28 01:09:00	Phoenix (PHX)	Minneapolis (MSP)	DL2145	659.78	828.81	7747.85
7073	2022-12-28 17:29:00	2022-12-28 20:55:00	Minneapolis (MSP)	Phoenix (PHX)	DL2145	704.23	3149.81	8818.13
7074	2022-12-28 14:25:00	2022-12-28 17:30:00	Las Vegas (LAS)	Minneapolis (MSP)	DL767	534.56	2625.12	3597.79
7075	2022-12-28 03:40:00	2022-12-28 07:19:00	Minneapolis (MSP)	Las Vegas (LAS)	DL927	725.23	2254.71	5360.11
7076	2022-12-27 22:59:00	2022-12-27 02:30:00	Boston (BOS)	Minneapolis (MSP)	DL690	705.97	2281.29	7626.68
7077	2022-12-27 19:00:00	2022-12-27 21:49:00	Minneapolis (MSP)	Boston (BOS)	DL813	622.98	2074.32	6167.75
7078	2022-12-27 17:15:00	2022-12-27 21:23:00	Detroit (DTW)	Salt Lake City (SLC)	DL2167	641.27	2606.46	4597.46
7079	2022-12-27 15:05:00	2022-12-27 17:50:00	Salt Lake City (SLC)	Minneapolis (MSP)	DL873	647.43	1011.47	4927.86
7080	2022-12-27 01:59:00	2022-12-27 05:32:00	Salt Lake City (SLC)	Detroit (DTW)	DL2905	283.24	1976.9	5412.92
7081	2022-12-26 23:05:00	2022-12-26 02:13:00	San Jose del Cabo (SJD)	Salt Lake City (SLC)	DL1951	659.84	1874.07	6621.93
7082	2023-01-04 22:25:00	2023-01-04 01:04:00	Tampa (TPA)	New York (LGA)	DL2751	678.89	3331.61	8505.62
7083	2023-01-04 16:55:00	2023-01-04 20:08:00	New York (LGA)	Tampa (TPA)	DL2751	448.75	890.92	7723.26
7084	2023-01-04 13:05:00	2023-01-04 15:54:00	Minneapolis (MSP)	New York (LGA)	DL2879	559.93	2250.78	5652.65
7085	2023-01-03 20:56:00	2023-01-03 23:20:00	Dallas (DFW)	Minneapolis (MSP)	DL504	579.47	1093.31	8616.81
7086	2023-01-03 17:05:00	2023-01-03 19:56:00	Minneapolis (MSP)	Dallas (DFW)	DL504	634.95	3333.13	5980.07
7087	2023-01-03 13:28:00	2023-01-03 15:30:00	Billings (BIL)	Minneapolis (MSP)	DL1630	387.65	2727.53	5839.64
7088	2023-01-03 00:55:00	2023-01-03 03:11:00	Minneapolis (MSP)	Billings (BIL)	DL2377	387.99	2735.43	4505.08
7089	2023-01-02 21:18:00	2023-01-02 23:35:00	Hayden (HDN)	Minneapolis (MSP)	DL1529	363.23	1048.69	8973.3
7090	2023-01-02 17:42:00	2023-01-02 20:18:00	Minneapolis (MSP)	Hayden (HDN)	DL1529	635.96	1079.23	3167.19
7091	2023-01-02 12:00:00	2023-01-02 15:07:00	New York (EWR)	Minneapolis (MSP)	DL2100	530.52	2942.24	4467.34
7092	2023-01-02 00:55:00	2023-01-02 03:37:00	Minneapolis (MSP)	New York (EWR)	DL2919	334.57	3468.61	7865.32
7093	2023-01-01 20:05:00	2023-01-01 23:32:00	Vancouver (YVR)	Minneapolis (MSP)	DL483	699.41	2297.74	3885.09
7094	2023-01-01 14:59:00	2023-01-01 19:05:00	Minneapolis (MSP)	Vancouver (YVR)	DL483	614.74	1740.41	9349.73
7095	2023-01-01 10:40:00	2023-01-01 13:36:00	Raleigh-Durham (RDU)	Minneapolis (MSP)	DL2109	725.6	2221.41	5130.32
7096	2023-01-01 00:40:00	2023-01-01 03:15:00	Minneapolis (MSP)	Raleigh-Durham (RDU)	DL691	300.6	3463.92	3828.64
7097	2022-12-31 20:45:00	2022-12-31 22:56:00	Nashville (BNA)	Minneapolis (MSP)	DL2424	561.57	1878.43	9005.33
7098	2022-12-31 17:45:00	2022-12-31 19:45:00	Minneapolis (MSP)	Nashville (BNA)	DL2424	317.79	2976.98	6193.89
7099	2022-12-31 13:00:00	2022-12-31 16:14:00	Jacksonville (JAX)	Minneapolis (MSP)	DL1436	660.01	1364.6	4253.93
7100	2022-12-31 00:25:00	2022-12-31 03:28:00	Minneapolis (MSP)	Jacksonville (JAX)	DL2731	440.92	2207.36	5434.53
7101	2022-12-30 20:05:00	2022-12-30 22:55:00	Washington (DCA)	Minneapolis (MSP)	DL1343	469.51	1855.82	3390.88
7102	2022-12-30 16:39:00	2022-12-30 19:02:00	Minneapolis (MSP)	Washington (DCA)	DL1343	341.94	2532.64	3446.08
7103	2022-12-30 12:40:00	2022-12-30 15:29:00	Washington (DCA)	Minneapolis (MSP)	DL2675	578.15	2045.14	6287.5
7104	2022-12-30 00:35:00	2022-12-30 03:02:00	Minneapolis (MSP)	Washington (DCA)	DL1619	263.37	3421.03	4848.65
7105	2022-12-29 20:56:00	2022-12-29 23:20:00	Dallas (DFW)	Minneapolis (MSP)	DL504	433.32	1319.71	7645.72
7106	2022-12-29 17:05:00	2022-12-29 19:56:00	Minneapolis (MSP)	Dallas (DFW)	DL504	258.41	1292.18	8869.33
7107	2022-12-29 12:00:00	2022-12-29 15:27:00	New York (JFK)	Minneapolis (MSP)	DL557	294.28	955.81	9798.96
7108	2022-12-29 01:45:00	2022-12-29 04:32:00	Minneapolis (MSP)	New York (JFK)	DL1629	306.42	1926.98	4236.87
7109	2022-12-28 20:11:00	2022-12-28 23:29:00	Windsor Locks (BDL)	Minneapolis (MSP)	DL1139	656.62	2880.92	7046.09
7110	2022-12-28 16:33:00	2022-12-28 19:11:00	Minneapolis (MSP)	Windsor Locks (BDL)	DL1139	726.48	1239.79	6362.19
7111	2022-12-28 13:28:00	2022-12-28 15:30:00	Billings (BIL)	Minneapolis (MSP)	DL1630	257.49	1912.75	9796.67
7112	2022-12-28 00:55:00	2022-12-28 03:11:00	Minneapolis (MSP)	Billings (BIL)	DL2377	703.95	1951.82	7622.39
7113	2022-12-27 20:56:00	2022-12-27 23:20:00	Dallas (DFW)	Minneapolis (MSP)	DL504	297.41	1487.72	7709.86
7114	2022-12-27 17:05:00	2022-12-27 19:56:00	Minneapolis (MSP)	Dallas (DFW)	DL504	318.56	2823.01	3202.39
7115	2022-12-26 22:00:00	2022-12-26 00:38:00	Austin (AUS)	Minneapolis (MSP)	DL2482	652.89	2939.46	7768.89
7116	2023-01-05 02:50:00	2023-01-05 04:51:00	Atlanta (ATL)	Rochester (ROC)	DL2971	439.54	2439.23	8492.06
7117	2023-01-04 22:35:00	2023-01-04 01:16:00	New York (LGA)	Atlanta (ATL)	DL414	661.85	1149.77	4610.75
7118	2023-01-04 17:55:00	2023-01-04 20:32:00	Tampa (TPA)	New York (LGA)	DL2357	513.74	2873.07	6396.03
7119	2023-01-04 12:10:00	2023-01-04 15:48:00	Boston (BOS)	Tampa (TPA)	DL1573	408.38	1785.59	8307.87
7120	2023-01-03 21:55:00	2023-01-03 01:15:00	New Orleans (MSY)	Boston (BOS)	DL1090	637.37	2399.57	3814.99
7121	2023-01-03 16:35:00	2023-01-03 20:42:00	Boston (BOS)	New Orleans (MSY)	DL1090	626.36	2222.88	5618.92
7122	2023-01-03 12:25:00	2023-01-03 15:28:00	Tampa (TPA)	Boston (BOS)	DL1226	459.33	2380.35	7449.71
7123	2023-01-02 23:10:00	2023-01-02 02:41:00	Boston (BOS)	Tampa (TPA)	DL1269	569.09	1942.2	5573.29
7124	2023-01-02 19:00:00	2023-01-02 22:01:00	Tampa (TPA)	Boston (BOS)	DL2649	726.71	2948.71	6255.99
7125	2023-01-02 12:30:00	2023-01-02 15:38:00	New York (LGA)	Tampa (TPA)	DL2072	356.53	1172.93	5258.28
7126	2023-01-01 22:55:00	2023-01-01 01:08:00	Atlanta (ATL)	New York (LGA)	DL2070	588.32	2214.83	4957.98
7127	2023-01-01 17:53:00	2023-01-01 19:47:00	Chicago (MDW)	Atlanta (ATL)	DL2291	277.48	3423.62	4811.79
7128	2023-01-01 14:58:00	2023-01-01 16:53:00	Atlanta (ATL)	Chicago (MDW)	DL2291	609.1	2247.68	9423.48
7129	2023-01-01 11:21:00	2023-01-01 13:53:00	Rochester (ROC)	Atlanta (ATL)	DL2363	619.19	2796.95	9033.74
7130	2023-01-01 02:50:00	2023-01-01 04:51:00	Atlanta (ATL)	Rochester (ROC)	DL2971	495.77	2557.27	3578.42
7131	2022-12-31 23:45:00	2022-12-31 01:45:00	Chicago (MDW)	Atlanta (ATL)	DL2239	652.9	1073.61	9912
7132	2022-12-31 20:52:00	2022-12-31 22:45:00	Atlanta (ATL)	Chicago (MDW)	DL2239	532.1	910.05	9535.17
7133	2022-12-31 17:53:00	2022-12-31 19:47:00	Chicago (MDW)	Atlanta (ATL)	DL2291	650.28	2269.22	6755.36
7134	2022-12-31 14:58:00	2022-12-31 16:53:00	Atlanta (ATL)	Chicago (MDW)	DL2291	704.23	2157.41	6240.31
7135	2022-12-31 11:21:00	2022-12-31 13:53:00	Rochester (ROC)	Atlanta (ATL)	DL2363	337.42	3001.49	7874.34
7136	2022-12-31 02:50:00	2022-12-31 04:51:00	Atlanta (ATL)	Rochester (ROC)	DL2971	715.67	2496.61	7086.97
7137	2022-12-30 23:44:00	2022-12-30 01:45:00	Cleveland (CLE)	Atlanta (ATL)	DL451	651.62	2716.76	7453.62
7138	2022-12-30 20:59:00	2022-12-30 22:44:00	Atlanta (ATL)	Cleveland (CLE)	DL451	424.06	752.31	6249.08
7139	2022-12-30 18:23:00	2022-12-30 19:53:00	Raleigh-Durham (RDU)	Atlanta (ATL)	DL1574	505.28	2770.68	5783.63
7140	2022-12-30 16:00:00	2022-12-30 17:23:00	Atlanta (ATL)	Raleigh-Durham (RDU)	DL1574	557.37	3041.7	5003.51
7141	2022-12-30 11:09:00	2022-12-30 14:05:00	Providence (PVD)	Atlanta (ATL)	DL2716	609.49	2640.32	8257.94
7142	2022-12-30 02:37:00	2022-12-30 04:59:00	Atlanta (ATL)	Providence (PVD)	DL1191	322.51	2662.57	6404.75
7143	2022-12-29 21:56:00	2022-12-29 23:45:00	Pittsburgh (PIT)	Atlanta (ATL)	DL2508	734.26	3296.45	9960.61
7144	2022-12-29 19:23:00	2022-12-29 20:56:00	Atlanta (ATL)	Pittsburgh (PIT)	DL2508	556.14	880.56	7490.31
7145	2022-12-29 15:29:00	2022-12-29 18:17:00	New York (LGA)	Atlanta (ATL)	DL433	558.25	825.08	6840.62
7146	2022-12-29 12:15:00	2022-12-29 14:24:00	Atlanta (ATL)	New York (LGA)	DL1399	269.84	2303.7	9151.02
7147	2022-12-28 19:50:00	2022-12-28 21:50:00	Washington (DCA)	Atlanta (ATL)	DL418	458.97	1680.8	4684.24
7148	2022-12-28 17:09:00	2022-12-28 18:50:00	Atlanta (ATL)	Washington (DCA)	DL418	276.22	3327.83	8652.44
7149	2022-12-28 14:00:00	2022-12-28 16:03:00	Washington (DCA)	Atlanta (ATL)	DL560	339.27	2105.7	4491.21
7150	2022-12-28 02:29:00	2022-12-28 03:59:00	Detroit (DTW)	Washington (DCA)	DL2989	391.67	2221.38	6178.55
7151	2022-12-27 22:00:00	2022-12-27 00:06:00	New York (LGA)	Detroit (DTW)	DL1150	621.39	2527.47	6309.12
7152	2022-12-27 18:45:00	2022-12-27 20:55:00	Atlanta (ATL)	New York (LGA)	DL431	663.69	1544.23	4656.08
7153	2022-12-27 15:53:00	2022-12-27 17:25:00	Cincinnati (CVG)	Atlanta (ATL)	DL2585	382.8	2652.64	5531.7
7154	2022-12-27 13:27:00	2022-12-27 14:52:00	Atlanta (ATL)	Cincinnati (CVG)	DL2585	457.94	1515.63	7811.67
7155	2022-12-27 10:40:00	2022-12-27 12:22:00	Indianapolis (IND)	Atlanta (ATL)	DL1560	344.35	1487.68	9866.7
7156	2022-12-27 03:55:00	2022-12-27 05:29:00	Atlanta (ATL)	Indianapolis (IND)	DL1316	535.21	2549.93	3929.61
7157	2022-12-27 00:45:00	2022-12-27 02:44:00	Houston (IAH)	Atlanta (ATL)	DL2180	584.73	2976.93	7122.29
7158	2022-12-26 21:25:00	2022-12-26 23:40:00	Atlanta (ATL)	Houston (IAH)	DL2180	579.07	2384.73	7680.65
7159	2023-01-05 01:07:00	2023-01-05 04:12:00	Las Vegas (LAS)	Minneapolis (MSP)	DL2067	726.32	2296.12	6015.7
7160	2023-01-04 22:33:00	2023-01-04 23:57:00	Salt Lake City (SLC)	Las Vegas (LAS)	DL2696	283.24	3358.69	4416.92
7161	2023-01-04 17:15:00	2023-01-04 21:23:00	Detroit (DTW)	Salt Lake City (SLC)	DL2167	531.32	1239.8	4372.76
7162	2023-01-04 13:06:00	2023-01-04 16:05:00	Fort Lauderdale (FLL)	Detroit (DTW)	DL1704	392.25	2637.64	7716.21
7163	2023-01-03 23:36:00	2023-01-03 02:45:00	Detroit (DTW)	Fort Lauderdale (FLL)	DL1677	332.71	1124.72	4350.6
7164	2023-01-03 18:13:00	2023-01-03 22:05:00	Cancun (CUN)	Detroit (DTW)	DL618	315.01	1987.36	6874.92
7165	2023-01-03 13:15:00	2023-01-03 17:13:00	Detroit (DTW)	Cancun (CUN)	DL619	601.23	2886.11	8803.09
7166	2023-01-03 06:05:00	2023-01-03 10:26:00	San Diego (SAN)	Detroit (DTW)	DL785	463.75	1023.22	3138.71
7167	2023-01-03 00:45:00	2023-01-03 04:48:00	Minneapolis (MSP)	San Diego (SAN)	DL2969	333.31	3267.79	4928.5
7168	2023-01-02 19:52:00	2023-01-02 23:30:00	Los Angeles (LAX)	Minneapolis (MSP)	DL1048	634.96	1984.71	9745.56
7169	2023-01-02 13:25:00	2023-01-02 18:42:00	Detroit (DTW)	Los Angeles (LAX)	DL2601	345.07	945.63	7130.87
7170	2023-01-02 00:15:00	2023-01-02 02:52:00	Orlando (MCO)	Detroit (DTW)	DL753	336.58	1057.75	4908.02
7171	2023-01-01 19:10:00	2023-01-01 22:06:00	New York (LGA)	Orlando (MCO)	DL499	530.53	2116.88	5683.61
7172	2023-01-01 15:25:00	2023-01-01 17:58:00	Orlando (MCO)	New York (LGA)	DL780	439.54	1215.76	5351.66
7173	2023-01-01 11:20:00	2023-01-01 14:15:00	Detroit (DTW)	Orlando (MCO)	DL2099	327.36	1508.29	8107.86
7174	2022-12-31 22:10:00	2022-12-31 01:39:00	Salt Lake City (SLC)	Detroit (DTW)	DL1327	354.87	2922.94	3564.18
7175	2022-12-31 16:45:00	2022-12-31 21:00:00	Atlanta (ATL)	Salt Lake City (SLC)	DL391	714.68	2921.94	9725.62
7176	2022-12-31 13:20:00	2022-12-31 15:24:00	Chicago (ORD)	Atlanta (ATL)	DL2233	501.44	2405.54	3569.21
7177	2022-12-31 00:49:00	2022-12-31 02:52:00	Atlanta (ATL)	Chicago (ORD)	DL1453	344.53	1439.06	9635.34
7178	2022-12-30 19:26:00	2022-12-30 23:39:00	San Diego (SAN)	Atlanta (ATL)	DL809	561.57	2650.65	6669.62
7179	2022-12-30 13:20:00	2022-12-30 18:16:00	Atlanta (ATL)	San Diego (SAN)	DL809	345.83	3018.63	6056.6
7180	2022-12-30 06:35:00	2022-12-30 10:32:00	Ontario (ONT)	Atlanta (ATL)	DL533	275.43	2267.75	8575.3
7181	2022-12-29 22:59:00	2022-12-29 04:01:00	Atlanta (ATL)	Ontario (ONT)	DL533	618.86	1172.97	4636.07
7182	2022-12-29 20:39:00	2022-12-29 23:45:00	Boston (BOS)	Atlanta (ATL)	DL365	448.77	2398.08	8462.24
7183	2022-12-29 16:33:00	2022-12-29 19:29:00	Orlando (MCO)	Boston (BOS)	DL2248	608.06	2979.57	4550.41
7184	2022-12-29 12:00:00	2022-12-29 15:23:00	Minneapolis (MSP)	Orlando (MCO)	DL2321	432.65	1463.07	4406.06
7185	2022-12-29 03:05:00	2022-12-29 06:11:00	Phoenix (PHX)	Minneapolis (MSP)	DL1190	302.48	1313.65	4098.61
7186	2022-12-28 21:39:00	2022-12-28 01:55:00	Atlanta (ATL)	Phoenix (PHX)	DL2977	588.3	810.97	4622.77
7187	2022-12-28 16:43:00	2022-12-28 20:29:00	Salt Lake City (SLC)	Atlanta (ATL)	DL2569	504.55	1382.26	8142.41
7188	2022-12-28 13:44:00	2022-12-28 15:33:00	Phoenix (PHX)	Salt Lake City (SLC)	DL2849	530.25	2060.4	4258.53
7189	2022-12-28 00:52:00	2022-12-28 05:10:00	Atlanta (ATL)	Phoenix (PHX)	DL1498	396.38	2326.31	5013.15
7190	2022-12-27 20:17:00	2022-12-27 23:42:00	Tucson (TUS)	Atlanta (ATL)	DL748	679.2	3282.5	6322.4
7191	2022-12-27 15:00:00	2022-12-27 19:07:00	Atlanta (ATL)	Tucson (TUS)	DL748	582.32	2134.52	4204.94
7192	2022-12-27 11:39:00	2022-12-27 13:44:00	Kansas City (MCI)	Atlanta (ATL)	DL727	502.19	2453.81	4715.92
7193	2022-12-27 02:20:00	2022-12-27 03:58:00	Minneapolis (MSP)	Kansas City (MCI)	DL2940	593.02	2796.97	7078.45
7194	2022-12-26 19:55:00	2022-12-26 23:35:00	Fort Myers (RSW)	Minneapolis (MSP)	DL749	501.34	866.01	6495.69
7195	2023-01-05 04:16:00	2023-01-05 06:45:00	Salt Lake City (SLC)	Kansas City (MCI)	DL1218	615.02	3054.43	7615.11
7196	2023-01-04 22:00:00	2023-01-04 02:32:00	Toronto (YYZ)	Salt Lake City (SLC)	DL460	425.97	2214.85	6149.28
7197	2023-01-04 17:00:00	2023-01-04 20:56:00	Salt Lake City (SLC)	Toronto (YYZ)	DL460	747.23	2636.34	5092.21
7198	2023-01-04 14:00:00	2023-01-04 15:24:00	Las Vegas (LAS)	Salt Lake City (SLC)	DL1634	532.1	1389.69	5586.05
7199	2023-01-04 06:20:00	2023-01-04 07:55:00	Salt Lake City (SLC)	Las Vegas (LAS)	DL2837	714.82	1497.74	7346.46
7200	2023-01-04 03:25:00	2023-01-04 05:14:00	Portland (PDX)	Salt Lake City (SLC)	DL1698	393.98	2298.56	3085.86
7201	2023-01-04 00:21:00	2023-01-04 02:25:00	Salt Lake City (SLC)	Portland (PDX)	DL1698	292.5	2536.78	5420.82
7202	2023-01-03 18:44:00	2023-01-03 21:42:00	Dallas (DFW)	Salt Lake City (SLC)	DL2923	651.63	2980.52	3779.7
7203	2023-01-03 15:00:00	2023-01-03 17:44:00	Salt Lake City (SLC)	Dallas (DFW)	DL2923	326.16	948.49	3159.6
7204	2022-12-29 22:10:00	2022-12-29 02:22:00	Mexico City (MEX)	Salt Lake City (SLC)	DL642	269.9	2970.3	5861.11
7205	2022-12-29 16:39:00	2022-12-29 20:55:00	Salt Lake City (SLC)	Mexico City (MEX)	DL628	272.59	2672.03	5077.98
7206	2022-12-29 12:40:00	2022-12-29 14:30:00	Kalispell (FCA)	Salt Lake City (SLC)	DL2581	569.29	2881.69	8237.55
7207	2022-12-29 06:07:00	2022-12-29 08:04:00	Salt Lake City (SLC)	Kalispell (FCA)	DL331	422.11	1190.18	5151.81
7208	2022-12-29 01:26:00	2022-12-29 05:07:00	Chicago (ORD)	Salt Lake City (SLC)	DL1361	637.36	1428.32	7798.67
7209	2022-12-28 21:15:00	2022-12-28 00:26:00	Salt Lake City (SLC)	Chicago (ORD)	DL1361	448.15	1788.29	5085.34
7210	2022-12-28 18:26:00	2022-12-28 20:15:00	San Francisco (SFO)	Salt Lake City (SLC)	DL1311	531.58	1254.75	9381.1
7211	2022-12-28 15:05:00	2022-12-28 17:26:00	Salt Lake City (SLC)	San Francisco (SFO)	DL1311	575.79	3217.26	3012.14
7212	2022-12-28 01:47:00	2022-12-28 04:45:00	Austin (AUS)	Salt Lake City (SLC)	DL2386	505.27	887.86	8425.96
7213	2022-12-27 21:20:00	2022-12-27 00:47:00	Detroit (DTW)	Austin (AUS)	DL775	660.37	1304.63	8100.06
7214	2022-12-27 17:40:00	2022-12-27 20:20:00	Dallas (DFW)	Detroit (DTW)	DL2353	434.18	1243.3	5946.08
7215	2022-12-27 13:25:00	2022-12-27 16:40:00	Detroit (DTW)	Dallas (DFW)	DL2353	385.15	2157.52	6999.53
7216	2022-12-27 11:20:00	2022-12-27 12:21:00	Cleveland (CLE)	Detroit (DTW)	DL2747	373.56	1884.78	7796.96
7217	2022-12-27 04:04:00	2022-12-27 04:59:00	Detroit (DTW)	Cleveland (CLE)	DL2746	385.93	843.43	4059.44
7218	2022-12-27 00:21:00	2022-12-27 03:03:00	Houston (IAH)	Detroit (DTW)	DL2930	345.73	2916.44	8152.44
7219	2023-01-05 05:59:00	2023-01-05 08:18:00	Salt Lake City (SLC)	San Francisco (SFO)	DL2104	627.1	1678.57	7251.82
7220	2023-01-05 03:00:00	2023-01-05 04:44:00	Phoenix (PHX)	Salt Lake City (SLC)	DL905	418.03	1136.37	6404.06
7221	2023-01-05 00:16:00	2023-01-05 02:00:00	Salt Lake City (SLC)	Phoenix (PHX)	DL905	617.66	828.85	7678.02
7222	2023-01-04 21:45:00	2023-01-04 23:10:00	Las Vegas (LAS)	Salt Lake City (SLC)	DL1611	335.59	2614.63	9991
7223	2023-01-04 17:32:00	2023-01-04 20:42:00	Austin (AUS)	Las Vegas (LAS)	DL1294	538.18	2486.95	3879.03
7224	2023-01-04 13:30:00	2023-01-04 16:28:00	Minneapolis (MSP)	Austin (AUS)	DL1156	567.89	3333.66	7760.65
7225	2023-01-03 21:10:00	2023-01-03 01:10:00	San Jose del Cabo (SJD)	Minneapolis (MSP)	DL1819	368.13	2652.7	3918.29
7226	2023-01-03 15:31:00	2023-01-03 20:05:00	Minneapolis (MSP)	San Jose del Cabo (SJD)	DL1924	322.5	1233.25	3480.4
7227	2023-01-03 11:05:00	2023-01-03 13:54:00	Washington (DCA)	Minneapolis (MSP)	DL1740	640.92	3467.76	5823.99
7228	2023-01-03 02:09:00	2023-01-03 04:38:00	Minneapolis (MSP)	Washington (DCA)	DL2884	624.83	2406.39	4048.63
7229	2023-01-02 22:11:00	2023-01-02 01:15:00	Tucson (TUS)	Minneapolis (MSP)	DL1187	727.54	1435.95	6983.2
